Name;Franchise;Type;Number;Barcode
Captain America/Iron Man/Hawkeye/Spider-Man;Captain America: Civil War;POP! Marvel;4;849803076047
Captain America (75th Anniversary);Marvel;POP! Marvel;159;889698101288
Flash Gordon;Flash Gordon;POP! Movies;309;849203088657
Dr. Peter Venkman & Slimer;Ghostbusters;POP! Movies;104;849803043025
Patty Tolan;Ghostbusters;POP! Movies;302;849803076221
Abby Yates;Ghostbusters;POP! Movies;303;849803076238
Erin Gilbert;Ghostbusters;POP! Movies;304;849803076245
Jillian Holtzmann;Ghostbusters;POP! Movies;305;849803076252
Gertrude Eldridge;Ghostbusters;POP! Movies;307;849803076269
General Klytus;Flash Gordon;POP! Movies;311;849803088675
Prince Vultan;Flash Gordon;POP! Movies;312;849803088682
Kevin;GhostBusters;POP! Movies;306;849803092054
Ferris Buller;Ferris Bueller's Day Off;POP! Movies;317;849803096601
Dancing Ferris;Ferris Bueller's Day Off;POP! Movies;318;849803096618
Cameron Frye;Ferris Bueller's Day Off;POP! Movies;319;849803096625
Chloe;The Secret Life of Pets;POP! Movies;295;849803097004
Max;The Secret Life of Pets;POP! Movies;293;849803102562
The Big Friendly Giant;The BFG;POP! Movies;316;6186722461870
Hogwarts Express Engine Harry Potter;Harry Potter;POP! Rides;20;849803059729
Hogwarts Express Carriage Ron Weasley;Harry Potter;POP! Rides;21;849803059736
Hogwarts Express Carriage Hermione Granger;Harry Potter;POP! Rides;22;849803060121
Ben Kenobi;Star Wars;POP! Star Wars;99;762758309919
Poe Dameron (No Helmet and Jumpsuit);Star Wars;POP! Star Wars;120;849803096236
Jayne Cobb;Firefly;POP! Television;138;249803047809
Crowley (Bloody);Supernatural;POP! Television;200;849803055660
LeSean McCoy;NFL;POP! Football;28;849803050214
Stay Puft Marshmallow Man;Ghostbusters;POP! Movies;109;849803091620
